population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
1,2,20,1,1,456,1,2010,0,0,0
1,2,20,2,1,456,1,2010,0,0,0
1,2,20,3,1,456,1,2010,0,0,0
1,2,20,1,1,456,3,2010,0,0,0
1,2,20,2,1,456,3,2010,0,0,0
1,2,20,3,1,456,3,2010,0,0,0
1,2,20,1,6,456,1,2010,0,0,0
1,2,20,2,6,456,1,2010,0,0,0
1,2,20,3,6,456,1,2010,0,0,0
1,2,20,1,6,456,3,2010,0,0,0
1,2,20,2,6,456,3,2010,0,0,0
1,2,20,3,6,456,3,2010,0,0,0
1,2,20,1,7,456,1,2010,0,0,0
1,2,20,2,7,456,1,2010,0,0,0
1,2,20,3,7,456,1,2010,0,0,0
1,2,20,1,7,456,3,2010,0,0,0
1,2,20,2,7,456,3,2010,0,0,0
1,2,20,3,7,456,3,2010,0,0,0
1,2,20,1,8,456,1,2010,21.463811434693238,32.15127163952928,14.14867910052731
1,2,20,2,8,456,1,2010,41.30203399024734,57.844812384776596,26.789808755936292
1,2,20,3,8,456,1,2010,62.76584542494063,81.60877389745627,46.23762781171083
1,2,20,1,8,456,3,2010,0.4702625388131721,0.7044200268568498,0.30999125085082696
1,2,20,2,8,456,3,2010,0.9454779843834707,1.3241719919535386,0.6132669977115964
1,2,20,3,8,456,3,2010,0.7026608283071013,0.9136065685992929,0.5176281724108229
1,2,55,1,1,456,1,2010,0,0,0
1,2,55,2,1,456,1,2010,0,0,0
1,2,55,3,1,456,1,2010,0,0,0
1,2,55,1,1,456,3,2010,0,0,0
1,2,55,2,1,456,3,2010,0,0,0
1,2,55,3,1,456,3,2010,0,0,0
1,2,55,1,6,456,1,2010,0,0,0
1,2,55,2,6,456,1,2010,0,0,0
1,2,55,3,6,456,1,2010,0,0,0
1,2,55,1,6,456,3,2010,0,0,0
1,2,55,2,6,456,3,2010,0,0,0
1,2,55,3,6,456,3,2010,0,0,0
1,2,55,1,7,456,1,2010,0,0,0
1,2,55,2,7,456,1,2010,0,0,0
1,2,55,3,7,456,1,2010,0,0,0
1,2,55,1,7,456,3,2010,0,0,0
1,2,55,2,7,456,3,2010,0,0,0
1,2,55,3,7,456,3,2010,0,0,0
1,2,55,1,8,456,1,2010,1.3899981780931687,1.649511492397127,1.1808751703031088
1,2,55,2,8,456,1,2010,0.6857136439654123,0.7942460045040962,0.593061455512927
1,2,55,3,8,456,1,2010,2.075711822058581,2.3451079712378853,1.8321303881776034
1,2,55,1,8,456,3,2010,2.5588739273573933,3.0366168943916914,2.173895428336169
1,2,55,2,8,456,3,2010,1.3357420209735913,1.5471586026367798,1.1552593624465413
1,2,55,3,8,456,3,2010,1.9645853951818935,2.2195590069191033,1.7340444682311342
1,2,22,1,1,456,1,2010,0,0,0
1,2,22,2,1,456,1,2010,0,0,0
1,2,22,3,1,456,1,2010,0,0,0
1,2,22,1,1,456,3,2010,0,0,0
1,2,22,2,1,456,3,2010,0,0,0
1,2,22,3,1,456,3,2010,0,0,0
1,2,22,1,6,456,1,2010,0,0,0
1,2,22,2,6,456,1,2010,0,0,0
1,2,22,3,6,456,1,2010,0,0,0
1,2,22,1,6,456,3,2010,0,0,0
1,2,22,2,6,456,3,2010,0,0,0
1,2,22,3,6,456,3,2010,0,0,0
1,2,22,1,7,456,1,2010,0,0,0
1,2,22,2,7,456,1,2010,0,0,0
1,2,22,3,7,456,1,2010,0,0,0
1,2,22,1,7,456,3,2010,0,0,0
1,2,22,2,7,456,3,2010,0,0,0
1,2,22,3,7,456,3,2010,0,0,0
1,2,22,1,8,456,1,2010,0.07438041436121962,0.10766231337117771,0.053106845953510236
1,2,22,2,8,456,1,2010,0.311601487552136,0.42561894201873746,0.21801503090427
1,2,22,3,8,456,1,2010,0.3859819019133559,0.49491624442539883,0.28620049426874317
1,2,22,1,8,456,3,2010,0.17845303650879907,0.25830276563591753,0.12741362092693692
1,2,22,2,8,456,3,2010,0.7849869574957673,1.0722199081028283,0.5492238087254129
1,2,22,3,8,456,3,2010,0.474320355809476,0.6081861558484173,0.3517022938160222
1,2,58,1,1,456,1,2010,0,0,0
1,2,58,2,1,456,1,2010,0,0,0
1,2,58,3,1,456,1,2010,0,0,0
1,2,58,1,1,456,3,2010,0,0,0
1,2,58,2,1,456,3,2010,0,0,0
1,2,58,3,1,456,3,2010,0,0,0
1,2,58,1,6,456,1,2010,0,0,0
1,2,58,2,6,456,1,2010,0,0,0
1,2,58,3,6,456,1,2010,0,0,0
1,2,58,1,6,456,3,2010,0,0,0
1,2,58,2,6,456,3,2010,0,0,0
1,2,58,3,6,456,3,2010,0,0,0
1,2,58,1,7,456,1,2010,0,0,0
1,2,58,2,7,456,1,2010,0,0,0
1,2,58,3,7,456,1,2010,0,0,0
1,2,58,1,7,456,3,2010,0,0,0
1,2,58,2,7,456,3,2010,0,0,0
1,2,58,3,7,456,3,2010,0,0,0
1,2,58,1,8,456,1,2010,1.596152943400815,1.8523644277534983,1.3911707919126106
1,2,58,2,8,456,1,2010,0.9197476431189072,1.0641695675700797,0.7916966134485675
1,2,58,3,8,456,1,2010,2.515900586519722,2.816885316500941,2.2553643897926876
1,2,58,1,8,456,3,2010,3.8951573029269975,4.520400666037167,3.394930975844714
1,2,58,2,8,456,3,2010,2.3790949777552046,2.752668617992415,2.0478676417959387
1,2,58,3,8,456,3,2010,3.1591931497629036,3.5371368977133146,2.8320402517607155
1,2,11,1,1,456,1,2010,0,0,0
1,2,11,2,1,456,1,2010,0,0,0
1,2,11,3,1,456,1,2010,0,0,0
1,2,11,1,1,456,3,2010,0,0,0
1,2,11,2,1,456,3,2010,0,0,0
1,2,11,3,1,456,3,2010,0,0,0
1,2,11,1,6,456,1,2010,0,0,0
1,2,11,2,6,456,1,2010,0,0,0
1,2,11,3,6,456,1,2010,0,0,0
1,2,11,1,6,456,3,2010,0,0,0
1,2,11,2,6,456,3,2010,0,0,0
1,2,11,3,6,456,3,2010,0,0,0
1,2,11,1,7,456,1,2010,0,0,0
1,2,11,2,7,456,1,2010,0,0,0
1,2,11,3,7,456,1,2010,0,0,0
1,2,11,1,7,456,3,2010,0,0,0
1,2,11,2,7,456,3,2010,0,0,0
1,2,11,3,7,456,3,2010,0,0,0
1,2,11,1,8,456,1,2010,373.0182466640739,536.1462502596748,235.8157685779333
1,2,11,2,8,456,1,2010,275.2777049784552,392.06617209064734,176.26710513297326
1,2,11,3,8,456,1,2010,648.2959516425292,868.4249311232119,485.88609371426395
1,2,11,1,8,456,3,2010,3.428747731564408,4.928204600725962,2.167595791384589
1,2,11,2,8,456,3,2010,2.607732211960263,3.7140806091098315,1.6697952636600781
1,2,11,3,8,456,3,2010,3.0244243718533803,4.051368082986861,2.266751381141361
1,2,60,1,1,456,1,2010,0,0,0
1,2,60,2,1,456,1,2010,0,0,0
1,2,60,3,1,456,1,2010,0,0,0
1,2,60,1,1,456,3,2010,0,0,0
1,2,60,2,1,456,3,2010,0,0,0
1,2,60,3,1,456,3,2010,0,0,0
1,2,60,1,6,456,1,2010,0,0,0
1,2,60,2,6,456,1,2010,0,0,0
1,2,60,3,6,456,1,2010,0,0,0
1,2,60,1,6,456,3,2010,0,0,0
1,2,60,2,6,456,3,2010,0,0,0
1,2,60,3,6,456,3,2010,0,0,0
1,2,60,1,7,456,1,2010,0,0,0
1,2,60,2,7,456,1,2010,0,0,0
1,2,60,3,7,456,1,2010,0,0,0
1,2,60,1,7,456,3,2010,0,0,0
1,2,60,2,7,456,3,2010,0,0,0
1,2,60,3,7,456,3,2010,0,0,0
1,2,60,1,8,456,1,2010,5.739535377489332,6.68920099190883,4.899427477598294
1,2,60,2,8,456,1,2010,2.2414977976902377,2.624829481520213,1.9275842546980608
1,2,60,3,8,456,1,2010,7.981033175179569,8.935435867878123,7.0174253987383075
1,2,60,1,8,456,3,2010,4.939030162234561,5.75624389212129,4.216093899245893
1,2,60,2,8,456,3,2010,2.0215797533770736,2.367301962721719,1.7384649256588527
1,2,60,3,8,456,3,2010,3.5145380396725825,3.9348200376332705,3.0902024791890947
1,2,46,1,1,456,1,2010,0,0,0
1,2,46,2,1,456,1,2010,0,0,0
1,2,46,3,1,456,1,2010,0,0,0
1,2,46,1,1,456,3,2010,0,0,0
1,2,46,2,1,456,3,2010,0,0,0
1,2,46,3,1,456,3,2010,0,0,0
1,2,46,1,6,456,1,2010,0,0,0
1,2,46,2,6,456,1,2010,0,0,0
1,2,46,3,6,456,1,2010,0,0,0
1,2,46,1,6,456,3,2010,0,0,0
1,2,46,2,6,456,3,2010,0,0,0
1,2,46,3,6,456,3,2010,0,0,0
1,2,46,1,7,456,1,2010,0,0,0
1,2,46,2,7,456,1,2010,0,0,0
1,2,46,3,7,456,1,2010,0,0,0
1,2,46,1,7,456,3,2010,0,0,0
1,2,46,2,7,456,3,2010,0,0,0
1,2,46,3,7,456,3,2010,0,0,0
1,2,46,1,8,456,1,2010,3.4782105107321346,4.137646345542164,2.9024051304183978
1,2,46,2,8,456,1,2010,1.4825074944813428,1.7632756180431417,1.2584823520941466
1,2,46,3,8,456,1,2010,4.960718005213479,5.629450467813812,4.301506060962712
1,2,46,1,8,456,3,2010,2.681048734885151,3.1893502322212655,2.237210651575678
1,2,46,2,8,456,3,2010,1.1968180056519522,1.4234801621285607,1.0159640638501009
1,2,46,3,8,456,3,2010,1.9560885288374623,2.219780175405356,1.69615097123665
1,2,43,1,1,456,1,2010,0,0,0
1,2,43,2,1,456,1,2010,0,0,0
1,2,43,3,1,456,1,2010,0,0,0
1,2,43,1,1,456,3,2010,0,0,0
1,2,43,2,1,456,3,2010,0,0,0
1,2,43,3,1,456,3,2010,0,0,0
1,2,43,1,6,456,1,2010,0,0,0
1,2,43,2,6,456,1,2010,0,0,0
1,2,43,3,6,456,1,2010,0,0,0
1,2,43,1,6,456,3,2010,0,0,0
1,2,43,2,6,456,3,2010,0,0,0
1,2,43,3,6,456,3,2010,0,0,0
1,2,43,1,7,456,1,2010,0,0,0
1,2,43,2,7,456,1,2010,0,0,0
1,2,43,3,7,456,1,2010,0,0,0
1,2,43,1,7,456,3,2010,0,0,0
1,2,43,2,7,456,3,2010,0,0,0
1,2,43,3,7,456,3,2010,0,0,0
1,2,43,1,8,456,1,2010,2.907038473010987,4.1366607481197795,1.8690101813288638
1,2,43,2,8,456,1,2010,1.3545367556448797,1.9035129646553308,0.9044531297808623
1,2,43,3,8,456,1,2010,4.261575228655864,5.742550027532792,3.1196578712168135
1,2,43,1,8,456,3,2010,1.9909804976414345,2.8331275802947298,1.2800528288381494
1,2,43,2,8,456,3,2010,0.9510668176116734,1.3365218847202214,0.6350476325096649
1,2,43,3,8,456,3,2010,1.477490846163081,1.990945752232877,1.0815873710006627
1,2,34,1,1,456,1,2010,0,0,0
1,2,34,2,1,456,1,2010,0,0,0
1,2,34,3,1,456,1,2010,0,0,0
1,2,34,1,1,456,3,2010,0,0,0
1,2,34,2,1,456,3,2010,0,0,0
1,2,34,3,1,456,3,2010,0,0,0
1,2,34,1,6,456,1,2010,0,0,0
1,2,34,2,6,456,1,2010,0,0,0
1,2,34,3,6,456,1,2010,0,0,0
1,2,34,1,6,456,3,2010,0,0,0
1,2,34,2,6,456,3,2010,0,0,0
1,2,34,3,6,456,3,2010,0,0,0
1,2,34,1,7,456,1,2010,0,0,0
1,2,34,2,7,456,1,2010,0,0,0
1,2,34,3,7,456,1,2010,0,0,0
1,2,34,1,7,456,3,2010,0,0,0
1,2,34,2,7,456,3,2010,0,0,0
1,2,34,3,7,456,3,2010,0,0,0
1,2,34,1,8,456,1,2010,20.08241835938976,28.918605055728637,13.108206393142405
1,2,34,2,8,456,1,2010,5.865306961368322,8.154949939202092,3.819721332841011
1,2,34,3,8,456,1,2010,25.947725320758067,35.60759632039155,19.142864596618267
1,2,34,1,8,456,3,2010,4.246978882365743,6.1156332261015045,2.7720902304247743
1,2,34,2,8,456,3,2010,1.2835061558097982,1.7845491320789775,0.8358702922916935
1,2,34,3,8,456,3,2010,2.790561109231622,3.8294367716854136,2.0587289560936797
1,2,33,1,1,456,1,2010,0,0,0
1,2,33,2,1,456,1,2010,0,0,0
1,2,33,3,1,456,1,2010,0,0,0
1,2,33,1,1,456,3,2010,0,0,0
1,2,33,2,1,456,3,2010,0,0,0
1,2,33,3,1,456,3,2010,0,0,0
1,2,33,1,6,456,1,2010,0,0,0
1,2,33,2,6,456,1,2010,0,0,0
1,2,33,3,6,456,1,2010,0,0,0
1,2,33,1,6,456,3,2010,0,0,0
1,2,33,2,6,456,3,2010,0,0,0
1,2,33,3,6,456,3,2010,0,0,0
1,2,33,1,7,456,1,2010,0,0,0
1,2,33,2,7,456,1,2010,0,0,0
1,2,33,3,7,456,1,2010,0,0,0
1,2,33,1,7,456,3,2010,0,0,0
1,2,33,2,7,456,3,2010,0,0,0
1,2,33,3,7,456,3,2010,0,0,0
1,2,33,1,8,456,1,2010,11.978532819277453,14.777186569768647,9.783291706153074
1,2,33,2,8,456,1,2010,2.6285189016094916,3.178976976350921,2.0886778558999874
1,2,33,3,8,456,1,2010,14.60705172088694,17.611362513522035,12.185323867868902
1,2,33,1,8,456,3,2010,9.06648088110625,11.184765407641056,7.40491582286057
1,2,33,2,8,456,3,2010,2.0153816766579093,2.4374380358200867,1.6014657823629945
1,2,33,3,8,456,3,2010,5.563705986986708,6.708023284080364,4.641289745013489
1,2,44,1,1,456,1,2010,0,0,0
1,2,44,2,1,456,1,2010,0,0,0
1,2,44,3,1,456,1,2010,0,0,0
1,2,44,1,1,456,3,2010,0,0,0
1,2,44,2,1,456,3,2010,0,0,0
1,2,44,3,1,456,3,2010,0,0,0
1,2,44,1,6,456,1,2010,0,0,0
1,2,44,2,6,456,1,2010,0,0,0
1,2,44,3,6,456,1,2010,0,0,0
1,2,44,1,6,456,3,2010,0,0,0
1,2,44,2,6,456,3,2010,0,0,0
1,2,44,3,6,456,3,2010,0,0,0
1,2,44,1,7,456,1,2010,0,0,0
1,2,44,2,7,456,1,2010,0,0,0
1,2,44,3,7,456,1,2010,0,0,0
1,2,44,1,7,456,3,2010,0,0,0
1,2,44,2,7,456,3,2010,0,0,0
1,2,44,3,7,456,3,2010,0,0,0
1,2,44,1,8,456,1,2010,3.809909043120915,5.3354003753282075,2.67263518119902
1,2,44,2,8,456,1,2010,1.5839454702261635,2.219772569610204,1.1432083151517136
1,2,44,3,8,456,1,2010,5.393854513347077,6.8606670616141985,4.209776445470132
1,2,44,1,8,456,3,2010,2.847802002905038,3.98806472889273,1.9977211360978644
1,2,44,2,8,456,3,2010,1.251946734277738,1.7545029621291157,0.9035891346366769
1,2,44,3,8,456,3,2010,2.0721462052117743,2.6356486222917312,1.617261322989918
1,2,36,1,1,456,1,2010,0,0,0
1,2,36,2,1,456,1,2010,0,0,0
1,2,36,3,1,456,1,2010,0,0,0
1,2,36,1,1,456,3,2010,0,0,0
1,2,36,2,1,456,3,2010,0,0,0
1,2,36,3,1,456,3,2010,0,0,0
1,2,36,1,6,456,1,2010,0,0,0
1,2,36,2,6,456,1,2010,0,0,0
1,2,36,3,6,456,1,2010,0,0,0
1,2,36,1,6,456,3,2010,0,0,0
1,2,36,2,6,456,3,2010,0,0,0
1,2,36,3,6,456,3,2010,0,0,0
1,2,36,1,7,456,1,2010,0,0,0
1,2,36,2,7,456,1,2010,0,0,0
1,2,36,3,7,456,1,2010,0,0,0
1,2,36,1,7,456,3,2010,0,0,0
1,2,36,2,7,456,3,2010,0,0,0
1,2,36,3,7,456,3,2010,0,0,0
1,2,36,1,8,456,1,2010,47.611205304257304,58.072085593501804,38.90393148279047
1,2,36,2,8,456,1,2010,18.261866508170797,22.155446585671207,14.303877563549845
1,2,36,3,8,456,1,2010,65.87307181242815,77.04785899239309,57.02213645973447
1,2,36,1,8,456,3,2010,6.336454484478616,7.728666494168069,5.177625509218807
1,2,36,2,8,456,3,2010,2.465998576772031,2.991769747280147,1.931529928676959
1,2,36,3,8,456,3,2010,4.415286194166359,5.164300657905659,3.8220329634762056
1,2,45,1,1,456,1,2010,0,0,0
1,2,45,2,1,456,1,2010,0,0,0
1,2,45,3,1,456,1,2010,0,0,0
1,2,45,1,1,456,3,2010,0,0,0
1,2,45,2,1,456,3,2010,0,0,0
1,2,45,3,1,456,3,2010,0,0,0
1,2,45,1,6,456,1,2010,0,0,0
1,2,45,2,6,456,1,2010,0,0,0
1,2,45,3,6,456,1,2010,0,0,0
1,2,45,1,6,456,3,2010,0,0,0
1,2,45,2,6,456,3,2010,0,0,0
1,2,45,3,6,456,3,2010,0,0,0
1,2,45,1,7,456,1,2010,0,0,0
1,2,45,2,7,456,1,2010,0,0,0
1,2,45,3,7,456,1,2010,0,0,0
1,2,45,1,7,456,3,2010,0,0,0
1,2,45,2,7,456,3,2010,0,0,0
