population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
1,2,24,1,1,456,1,2000,0,0,0
1,2,24,2,1,456,1,2000,0,0,0
1,2,24,3,1,456,1,2000,0,0,0
1,2,24,1,1,456,3,2000,0,0,0
1,2,24,2,1,456,3,2000,0,0,0
1,2,24,3,1,456,3,2000,0,0,0
1,2,24,1,6,456,1,2000,0,0,0
1,2,24,2,6,456,1,2000,0,0,0
1,2,24,3,6,456,1,2000,0,0,0
1,2,24,1,6,456,3,2000,0,0,0
1,2,24,2,6,456,3,2000,0,0,0
1,2,24,3,6,456,3,2000,0,0,0
1,2,24,1,7,456,1,2000,0,0,0
1,2,24,2,7,456,1,2000,0,0,0
1,2,24,3,7,456,1,2000,0,0,0
1,2,24,1,7,456,3,2000,0,0,0
1,2,24,2,7,456,3,2000,0,0,0
1,2,24,3,7,456,3,2000,0,0,0
1,2,24,1,8,456,1,2000,0.0069617868246980965,0.011186581383733508,0.004130287871528203
1,2,24,2,8,456,1,2000,0.009666960691344898,0.014233103465286185,0.006018078761007035
1,2,24,3,8,456,1,2000,0.016628747516043003,0.02570223075273708,0.012144130498186127
1,2,24,1,8,456,3,2000,0.21090747067470392,0.3388977060845695,0.12512715342733813
1,2,24,2,8,456,3,2000,0.30182028857730003,0.444383662291027,0.1878954850777781
1,2,24,3,8,456,3,2000,0.2556790290202819,0.3951904012118182,0.1867247963850676
1,2,161,1,1,456,1,2000,0,0,0
1,2,161,2,1,456,1,2000,0,0,0
1,2,161,3,1,456,1,2000,0,0,0
1,2,161,1,1,456,3,2000,0,0,0
1,2,161,2,1,456,3,2000,0,0,0
1,2,161,3,1,456,3,2000,0,0,0
1,2,161,1,6,456,1,2000,0,0,0
1,2,161,2,6,456,1,2000,0,0,0
1,2,161,3,6,456,1,2000,0,0,0
1,2,161,1,6,456,3,2000,0,0,0
1,2,161,2,6,456,3,2000,0,0,0
1,2,161,3,6,456,3,2000,0,0,0
1,2,161,1,7,456,1,2000,0,0,0
1,2,161,2,7,456,1,2000,0,0,0
1,2,161,3,7,456,1,2000,0,0,0
1,2,161,1,7,456,3,2000,0,0,0
1,2,161,2,7,456,3,2000,0,0,0
1,2,161,3,7,456,3,2000,0,0,0
1,2,161,1,8,456,1,2000,20.042011420386174,29.60887946737218,12.182168134803415
1,2,161,2,8,456,1,2000,85.12668074395475,118.08035549194538,55.89799833975468
1,2,161,3,8,456,1,2000,105.16869216434083,140.72332343253532,71.95935898676876
1,2,161,1,8,456,3,2000,0.2950205356566994,0.43584584887390865,0.1793228081356131
1,2,161,2,8,456,3,2000,1.2429033032284076,1.7240477674532837,0.8161460798560618
1,2,161,3,8,456,3,2000,0.7708931104422703,1.0315107878603396,0.5274666151411085
1,2,23,1,1,456,1,2000,0,0,0
1,2,23,2,1,456,1,2000,0,0,0
1,2,23,3,1,456,1,2000,0,0,0
1,2,23,1,1,456,3,2000,0,0,0
1,2,23,2,1,456,3,2000,0,0,0
1,2,23,3,1,456,3,2000,0,0,0
1,2,23,1,6,456,1,2000,0,0,0
1,2,23,2,6,456,1,2000,0,0,0
1,2,23,3,6,456,1,2000,0,0,0
1,2,23,1,6,456,3,2000,0,0,0
1,2,23,2,6,456,3,2000,0,0,0
1,2,23,3,6,456,3,2000,0,0,0
1,2,23,1,7,456,1,2000,0,0,0
1,2,23,2,7,456,1,2000,0,0,0
1,2,23,3,7,456,1,2000,0,0,0
1,2,23,1,7,456,3,2000,0,0,0
1,2,23,2,7,456,3,2000,0,0,0
1,2,23,3,7,456,3,2000,0,0,0
1,2,23,1,8,456,1,2000,0.0018317789664753779,0.0025899371195894465,0.0012285007912734543
1,2,23,2,8,456,1,2000,0.019648067256370784,0.027694267921968323,0.013518663572570633
1,2,23,3,8,456,1,2000,0.021479846222846145,0.029595407845332197,0.015304361300761139
1,2,23,1,8,456,3,2000,0.03893175652464529,0.055045288323192866,0.026109969909863067
1,2,23,2,8,456,3,2000,0.42541738004423607,0.5996326635021451,0.29270433390224154
1,2,23,3,8,456,3,2000,0.2303804463730746,0.31742328130584657,0.16414575557687458
1,2,26,1,1,456,1,2000,0,0,0
1,2,26,2,1,456,1,2000,0,0,0
1,2,26,3,1,456,1,2000,0,0,0
1,2,26,1,1,456,3,2000,0,0,0
1,2,26,2,1,456,3,2000,0,0,0
1,2,26,3,1,456,3,2000,0,0,0
1,2,26,1,6,456,1,2000,0,0,0
1,2,26,2,6,456,1,2000,0,0,0
1,2,26,3,6,456,1,2000,0,0,0
1,2,26,1,6,456,3,2000,0,0,0
1,2,26,2,6,456,3,2000,0,0,0
1,2,26,3,6,456,3,2000,0,0,0
1,2,26,1,7,456,1,2000,0,0,0
1,2,26,2,7,456,1,2000,0,0,0
1,2,26,3,7,456,1,2000,0,0,0
1,2,26,1,7,456,3,2000,0,0,0
1,2,26,2,7,456,3,2000,0,0,0
1,2,26,3,7,456,3,2000,0,0,0
