population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
1,2,35,1,1,456,1,1992,0,0,0
1,2,35,2,1,456,1,1992,0,0,0
1,2,35,3,1,456,1,1992,0,0,0
1,2,35,1,1,456,3,1992,0,0,0
1,2,35,2,1,456,3,1992,0,0,0
1,2,35,3,1,456,3,1992,0,0,0
1,2,35,1,6,456,1,1992,0,0,0
1,2,35,2,6,456,1,1992,0,0,0
1,2,35,3,6,456,1,1992,0,0,0
1,2,35,1,6,456,3,1992,0,0,0
1,2,35,2,6,456,3,1992,0,0,0
1,2,35,3,6,456,3,1992,0,0,0
1,2,35,1,7,456,1,1992,0,0,0
1,2,35,2,7,456,1,1992,0,0,0
1,2,35,3,7,456,1,1992,0,0,0
1,2,35,1,7,456,3,1992,0,0,0
1,2,35,2,7,456,3,1992,0,0,0
1,2,35,3,7,456,3,1992,0,0,0
1,2,35,1,8,456,1,1992,4.062249536736327,5.268363540937201,3.098258945293602
1,2,35,2,8,456,1,1992,1.3414323758803923,1.780154405156934,0.9958850844954209
1,2,35,3,8,456,1,1992,5.403681912616716,6.5612361051694625,4.413436488375425
1,2,35,1,8,456,3,1992,1.8782240083916395,2.435883565999092,1.4325127697447795
1,2,35,2,8,456,3,1992,0.654966658436552,0.8691767123046579,0.48625002475482854
1,2,35,3,8,456,3,1992,1.2832584913240683,1.5581527709619616,1.0480964537168085
1,2,13,1,1,456,1,1992,0,0,0
1,2,13,2,1,456,1,1992,0,0,0
1,2,13,3,1,456,1,1992,0,0,0
1,2,13,1,1,456,3,1992,0,0,0
1,2,13,2,1,456,3,1992,0,0,0
1,2,13,3,1,456,3,1992,0,0,0
1,2,13,1,6,456,1,1992,0,0,0
1,2,13,2,6,456,1,1992,0,0,0
1,2,13,3,6,456,1,1992,0,0,0
1,2,13,1,6,456,3,1992,0,0,0
1,2,13,2,6,456,3,1992,0,0,0
1,2,13,3,6,456,3,1992,0,0,0
1,2,13,1,7,456,1,1992,0,0,0
1,2,13,2,7,456,1,1992,0,0,0
1,2,13,3,7,456,1,1992,0,0,0
1,2,13,1,7,456,3,1992,0,0,0
1,2,13,2,7,456,3,1992,0,0,0
1,2,13,3,7,456,3,1992,0,0,0
1,2,13,1,8,456,1,1992,15.603148644944422,24.290813716785962,8.978247128153388
1,2,13,2,8,456,1,1992,7.257487227460145,11.137776272546406,4.70836905454343
1,2,13,3,8,456,1,1992,22.860635872404558,32.107122740177445,15.717816867573795
1,2,13,1,8,456,3,1992,1.6647311830584945,2.591635571535802,0.9579071701201219
1,2,13,2,8,456,3,1992,0.7852223081903315,1.205049367465031,0.5094210021936717
1,2,13,3,8,456,3,1992,1.2280521199415613,1.724764803847582,0.8443465191787318
1,2,24,1,1,456,1,1992,0,0,0
1,2,24,2,1,456,1,1992,0,0,0
1,2,24,3,1,456,1,1992,0,0,0
1,2,24,1,1,456,3,1992,0,0,0
1,2,24,2,1,456,3,1992,0,0,0
1,2,24,3,1,456,3,1992,0,0,0
1,2,24,1,6,456,1,1992,0,0,0
1,2,24,2,6,456,1,1992,0,0,0
1,2,24,3,6,456,1,1992,0,0,0
1,2,24,1,6,456,3,1992,0,0,0
1,2,24,2,6,456,3,1992,0,0,0
1,2,24,3,6,456,3,1992,0,0,0
1,2,24,1,7,456,1,1992,0,0,0
1,2,24,2,7,456,1,1992,0,0,0
1,2,24,3,7,456,1,1992,0,0,0
1,2,24,1,7,456,3,1992,0,0,0
1,2,24,2,7,456,3,1992,0,0,0
1,2,24,3,7,456,3,1992,0,0,0
1,2,24,1,8,456,1,1992,0.007670442673552506,0.012432178541984518,0.004699315255393121
1,2,24,2,8,456,1,1992,0.008879950735508424,0.0134671928887238,0.005112728367190864
1,2,24,3,8,456,1,1992,0.016550393409060924,0.02369427749322825,0.011521378809118544
1,2,24,1,8,456,3,1992,0.2860999150194133,0.46370794695224793,0.1752798048870264
1,2,24,2,8,456,3,1992,0.35125732655271236,0.5327113078845231,0.20224023208467215
1,2,24,3,8,456,3,1992,0.31772179401190326,0.4548646166225176,0.22117861819041623
1,2,27,1,1,456,1,1992,0,0,0
1,2,27,2,1,456,1,1992,0,0,0
1,2,27,3,1,456,1,1992,0,0,0
1,2,27,1,1,456,3,1992,0,0,0
1,2,27,2,1,456,3,1992,0,0,0
1,2,27,3,1,456,3,1992,0,0,0
1,2,27,1,6,456,1,1992,0,0,0
1,2,27,2,6,456,1,1992,0,0,0
1,2,27,3,6,456,1,1992,0,0,0
1,2,27,1,6,456,3,1992,0,0,0
1,2,27,2,6,456,3,1992,0,0,0
1,2,27,3,6,456,3,1992,0,0,0
1,2,27,1,7,456,1,1992,0,0,0
1,2,27,2,7,456,1,1992,0,0,0
1,2,27,3,7,456,1,1992,0,0,0
1,2,27,1,7,456,3,1992,0,0,0
1,2,27,2,7,456,3,1992,0,0,0
1,2,27,3,7,456,3,1992,0,0,0
1,2,27,1,8,456,1,1992,0.05002400041881819,0.07101438779883516,0.03112235410424238
1,2,27,2,8,456,1,1992,0.07890031330420004,0.11986050213179894,0.050109266042596884
1,2,27,3,8,456,1,1992,0.12892431372301819,0.1680747656771293,0.09302807014297113
1,2,27,1,8,456,3,1992,0.4671177876283592,0.6631233695955163,0.29061660549425417
1,2,27,2,8,456,3,1992,0.8515257538479939,1.293585540539876,0.5408005209964182
1,2,27,3,8,456,3,1992,0.645433716200101,0.8414326008631102,0.4657263730121477
1,2,15,1,1,456,1,1992,0,0,0
1,2,15,2,1,456,1,1992,0,0,0
1,2,15,3,1,456,1,1992,0,0,0
1,2,15,1,1,456,3,1992,0,0,0
1,2,15,2,1,456,3,1992,0,0,0
1,2,15,3,1,456,3,1992,0,0,0
1,2,15,1,6,456,1,1992,0,0,0
1,2,15,2,6,456,1,1992,0,0,0
1,2,15,3,6,456,1,1992,0,0,0
1,2,15,1,6,456,3,1992,0,0,0
1,2,15,2,6,456,3,1992,0,0,0
1,2,15,3,6,456,3,1992,0,0,0
1,2,15,1,7,456,1,1992,0,0,0
1,2,15,2,7,456,1,1992,0,0,0
1,2,15,3,7,456,1,1992,0,0,0
1,2,15,1,7,456,3,1992,0,0,0
1,2,15,2,7,456,3,1992,0,0,0
1,2,15,3,7,456,3,1992,0,0,0
1,2,15,1,8,456,1,1992,58.34510855018851,97.68272406145192,34.22452230723687
1,2,15,2,8,456,1,1992,51.74970212284162,77.9421372676385,31.57454708724634
1,2,15,3,8,456,1,1992,110.09481067303014,161.70251589266687,78.27180482251954
1,2,15,1,8,456,3,1992,2.6658964084973573,4.463305146200155,1.5637820096421036
1,2,15,2,8,456,3,1992,2.2996604180375897,3.4636034724637845,1.4031140890752116
1,2,15,3,8,456,3,1992,2.4802312188317055,3.6428567852460088,1.763318113618152
1,2,36,1,1,456,1,1992,0,0,0
1,2,36,2,1,456,1,1992,0,0,0
1,2,36,3,1,456,1,1992,0,0,0
1,2,36,1,1,456,3,1992,0,0,0
1,2,36,2,1,456,3,1992,0,0,0
1,2,36,3,1,456,3,1992,0,0,0
1,2,36,1,6,456,1,1992,0,0,0
1,2,36,2,6,456,1,1992,0,0,0
1,2,36,3,6,456,1,1992,0,0,0
1,2,36,1,6,456,3,1992,0,0,0
1,2,36,2,6,456,3,1992,0,0,0
1,2,36,3,6,456,3,1992,0,0,0
1,2,36,1,7,456,1,1992,0,0,0
1,2,36,2,7,456,1,1992,0,0,0
1,2,36,3,7,456,1,1992,0,0,0
1,2,36,1,7,456,3,1992,0,0,0
1,2,36,2,7,456,3,1992,0,0,0
1,2,36,3,7,456,3,1992,0,0,0
1,2,36,1,8,456,1,1992,52.176398894240606,63.84497550328897,42.42355503947579
1,2,36,2,8,456,1,1992,17.78799468431557,21.576120728447954,14.233920741002745
1,2,36,3,8,456,1,1992,69.9643935785562,82.49233913399925,58.88477055172593
1,2,36,1,8,456,3,1992,6.868440002880241,8.404477752835177,5.584587067577234
1,2,36,2,8,456,3,1992,2.4145008347344246,2.9286922125686927,1.9320791421755
1,2,36,3,8,456,3,1992,4.67560947697567,5.512832212284534,3.9351758395798164
1,2,23,1,1,456,1,1992,0,0,0
1,2,23,2,1,456,1,1992,0,0,0
1,2,23,3,1,456,1,1992,0,0,0
1,2,23,1,1,456,3,1992,0,0,0
1,2,23,2,1,456,3,1992,0,0,0
1,2,23,3,1,456,3,1992,0,0,0
1,2,23,1,6,456,1,1992,0,0,0
1,2,23,2,6,456,1,1992,0,0,0
1,2,23,3,6,456,1,1992,0,0,0
1,2,23,1,6,456,3,1992,0,0,0
1,2,23,2,6,456,3,1992,0,0,0
1,2,23,3,6,456,3,1992,0,0,0
1,2,23,1,7,456,1,1992,0,0,0
1,2,23,2,7,456,1,1992,0,0,0
1,2,23,3,7,456,1,1992,0,0,0
1,2,23,1,7,456,3,1992,0,0,0
1,2,23,2,7,456,3,1992,0,0,0
1,2,23,3,7,456,3,1992,0,0,0
1,2,23,1,8,456,1,1992,0.001374623401433113,0.001910115069005423,0.0009201487871347572
1,2,23,2,8,456,1,1992,0.013626098365594478,0.01904194034518777,0.008416725401791687
1,2,23,3,8,456,1,1992,0.015000721767027589,0.02043243976571356,0.009844131501102003
1,2,23,1,8,456,3,1992,0.03694155364225677,0.05133232724758048,0.0247280278681114
1,2,23,2,8,456,3,1992,0.37647819231322704,0.5261135716878288,0.23254738659925334
1,2,23,3,8,456,3,1992,0.20435737900055775,0.2783545953292737,0.13410827447809237
1,2,12,1,1,456,1,1992,0,0,0
1,2,12,2,1,456,1,1992,0,0,0
1,2,12,3,1,456,1,1992,0,0,0
1,2,12,1,1,456,3,1992,0,0,0
1,2,12,2,1,456,3,1992,0,0,0
1,2,12,3,1,456,3,1992,0,0,0
1,2,12,1,6,456,1,1992,0,0,0
1,2,12,2,6,456,1,1992,0,0,0
1,2,12,3,6,456,1,1992,0,0,0
1,2,12,1,6,456,3,1992,0,0,0
1,2,12,2,6,456,3,1992,0,0,0
1,2,12,3,6,456,3,1992,0,0,0
1,2,12,1,7,456,1,1992,0,0,0
1,2,12,2,7,456,1,1992,0,0,0
1,2,12,3,7,456,1,1992,0,0,0
1,2,12,1,7,456,3,1992,0,0,0
1,2,12,2,7,456,3,1992,0,0,0
1,2,12,3,7,456,3,1992,0,0,0
1,2,12,1,8,456,1,1992,6.307415476654629,10.67194340908344,3.7079621874553466
1,2,12,2,8,456,1,1992,6.363224656342195,10.032310134622175,3.5259103739499196
1,2,12,3,8,456,1,1992,12.670640132996832,19.061866116080132,8.37163467026034
1,2,12,1,8,456,3,1992,2.84044040161128,4.8059334817987,1.6698195392197728
1,2,12,2,8,456,3,1992,2.746572052189584,4.330267140134394,1.521896116297577
