series,outcome,model,origin,h,actual,pred,lo,hi,err,abs_err,ape,covered,mase_scale,scaled_err
Low income,VLW,ARIMA,2013,3,1.1884717681246015,1.1768636764357616,1.1184349906317888,1.2352923622397345,0.011608091688839917,0.011608091688839917,0.9767242268747695,1,0.022738619601957437,0.5105011602305288
Low income,VLW,ARIMA,2013,4,1.2610276632799886,1.2320005621766748,1.1464697240690986,1.3175314002842509,0.029027101103313857,0.029027101103313857,2.3018607718575406,1,0.022738619601957437,1.2765551124666812
Low income,VLW,ARIMA,2013,5,1.3353057929938226,1.2871374479175879,1.1713281456564797,1.402946750178696,0.048168345076234687,0.048168345076234687,3.6072894560158266,1,0.022738619601957437,2.1183495708810818
Low income,VLW,ARIMA,2013,6,1.4200387772773657,1.342274333658501,1.1933098291244812,1.4912388381925208,0.0777644436188647,0.0777644436188647,5.476219724644571,1,0.022738619601957437,3.41992807743573
Low income,VLW,Naive,2013,1,1.0667237725634842,1.011453019213022,0.9595388992218675,1.0633671392041766,0.055270753350462165,0.055270753350462165,5.181355733512803,0,0.022738619601957437,2.4306995902998536
Low income,VLW,Naive,2013,2,1.1254670286338146,1.011453019213022,0.9380353666428671,1.0848706717831769,0.11401400942079265,0.11401400942079265,10.130373126895803,0,0.022738619601957437,5.014113055964833
Low income,VLW,Naive,2013,3,1.1884717681246015,1.011453019213022,0.9215351257581152,1.1013709126679287,0.17701874891157954,0.17701874891157954,14.894653256333859,0,0.022738619601957437,7.78493822449719
Low income,VLW,Naive,2013,4,1.2610276632799886,1.011453019213022,0.907624779230713,1.115281259195331,0.2495746440669666,0.2495746440669666,19.791369478589544,0,0.022738619601957437,10.975804531488894
Low income,VLW,Naive,2013,5,1.3353057929938226,1.011453019213022,0.8953695179207198,1.1275365205053243,0.3238527737808006,0.3238527737808006,24.25307936803797,0,0.022738619601957437,14.242411344658844
Low income,VLW,Naive,2013,6,1.4200387772773657,1.011453019213022,0.8842899147890739,1.13861612363697,0.4085857580643437,0.4085857580643437,28.77285920654388,0,0.022738619601957437,17.968802205969045
Low income,VLW,Drift,2013,1,1.0667237725634842,1.0333429384994506,1.0028136165835924,1.0638722604153088,0.03338083406403358,0.03338083406403358,3.1292856616305493,0,0.022738619601957437,1.468023769620563
Low income,VLW,Drift,2013,2,1.1254670286338146,1.055232857785879,1.0111675772201352,1.0992981383516227,0.0702341708479357,0.0702341708479357,6.240446771078827,0,0.022738619601957437,3.0887614146062607
Low income,VLW,Drift,2013,3,1.1884717681246015,1.0771227770723075,1.0220852592859209,1.1321602948586942,0.11134899105229401,0.11134899105229401,9.369090123865693,0,0.022738619601957437,4.896910762459328
Low income,VLW,Drift,2013,4,1.2610276632799886,1.099012696358736,1.0342502247035448,1.1637751680139274,0.1620149669212525,0.1620149669212525,12.847851925773334,0,0.022738619601957437,7.12510124877174
Low income,VLW,Drift,2013,5,1.3353057929938226,1.1209026156451647,1.0471672980304314,1.194637933259898,0.21440317734865788,0.21440317734865788,16.056485224104,0,0.022738619601957437,9.4290322412624
Low income,VLW,Drift,2013,6,1.4200387772773657,1.142792534931593,1.0605898199481132,1.224995249915073,0.27724624234577266,0.27724624234577266,19.52385010762422,0,0.022738619601957437,12.192747281893318
Low income,VLW,ETS,2014,1,1.1254670286338146,1.1029794529523276,1.0762674454945969,1.1296914604100583,0.02248757568148707,0.02248757568148707,1.9980661458189812,1,0.024094125174811805,0.933321941275368
Low income,VLW,ETS,2014,2,1.1884717681246015,1.1521243063699134,1.1194871591782511,1.1847614535615756,0.03634746175468817,0.03634746175468817,3.058336153162827,0,0.024094125174811805,1.50856117377053
Low income,VLW,ETS,2014,3,1.2610276632799886,1.200286262718571,1.1573827911305967,1.2431897343065454,0.060741400561417525,0.060741400561417525,4.81681745215854,0,0.024094125174811805,2.5210046067543916
Low income,VLW,ETS,2014,4,1.3353057929938226,1.2474849799396905,1.1909857278029214,1.3039842320764596,0.08782081305413203,0.08782081305413203,6.576831577824086,0,0.024094125174811805,3.6449056530153925
Low income,VLW,ETS,2014,5,1.4200387772773657,1.2937397228158336,1.2211985733562742,1.366280872275393,0.1262990544615321,0.1262990544615321,8.894056731583397,0,0.024094125174811805,5.241902478101433
Low income,VLW,ETS,2014,6,1.4981914760271204,1.3390693708339114,1.2486007584554677,1.4295379832123551,0.15912210519320902,0.15912210519320902,10.620945836320361,0,0.024094125174811805,6.604186872887859
Low income,VLW,ARIMA,2014,1,1.1254670286338146,1.1219945259139465,1.1067219494149796,1.1372671024129135,0.003472502719868098,0.003472502719868098,0.30853882268619726,1,0.024094125174811805,0.14412238230995333
Low income,VLW,ARIMA,2014,2,1.1884717681246015,1.1772652792644087,1.1431147600211526,1.2114157985076648,0.01120648886019282,0.01120648886019282,0.9429326939651723,1,0.024094125174811805,0.46511291772934654
Low income,VLW,ARIMA,2014,3,1.2610276632799886,1.2325360326148709,1.175391283942441,1.2896807812873008,0.02849163066511773,0.02849163066511773,2.259397751117508,1,0.024094125174811805,1.182513598580583
Low income,VLW,ARIMA,2014,4,1.3353057929938226,1.287806785965333,1.2041554393682579,1.3714581325624082,0.047499007028489526,0.047499007028489526,3.5571632563649986,1,0.024094125174811805,1.9713937187537058
Low income,VLW,ARIMA,2014,5,1.4200387772773657,1.3430775393157952,1.2298130805901033,1.4563419980414871,0.0769612379615705,0.0769612379615705,5.419657490560079,1,0.024094125174811805,3.194191007276181
Low income,VLW,ARIMA,2014,6,1.4981914760271204,1.3983482926662574,1.2526571983762194,1.5440393869562954,0.09984318336086306,0.09984318336086306,6.664247191261932,1,0.024094125174811805,4.143880827233351
Low income,VLW,Naive,2014,1,1.1254670286338146,1.0667237725634842,1.0113004588560677,1.1221470862709007,0.058743256070330485,0.058743256070330485,5.21945597479101,0,0.024094125174811805,2.4380738310325194
Low income,VLW,Naive,2014,2,1.1884717681246015,1.0667237725634842,0.9883433706467971,1.145104174480171,0.12174799556111737,0.12174799556111737,10.244079735544302,0,0.024094125174811805,5.0530158151744695
Low income,VLW,Naive,2014,3,1.2610276632799886,1.0667237725634842,0.9707277772984102,1.1627197678285581,0.19430389071650445,0.19430389071650445,15.408376546721541,0,0.024094125174811805,8.064367944748263
Low income,VLW,Naive,2014,4,1.3353057929938226,1.0667237725634842,0.9558771451486512,1.1775703999783171,0.2685820204303384,0.2685820204303384,20.11389614570338,0,0.024094125174811805,11.147199513643942
Low income,VLW,Naive,2014,5,1.4200387772773657,1.0667237725634842,0.942793475575405,1.1906540695515633,0.35331500471388155,0.35331500471388155,24.880658920546587,0,0.024094125174811805,14.663948250888973
Low income,VLW,Naive,2014,6,1.4981914760271204,1.0667237725634842,0.9309649341261133,1.202482611000855,0.4314677034636363,0.4314677034636363,28.799236303746383,0,0.024094125174811805,17.907589519568702
Low income,VLW,Drift,2014,1,1.1254670286338146,1.090004559935914,1.0572058988469946,1.1228032210248335,0.035462468697900595,0.035462468697900595,3.1509113812910083,0,0.024094125174811805,1.4718305163855192
Low income,VLW,Drift,2014,2,1.1884717681246015,1.113285347308344,1.065982445579278,1.16058824903741,0.0751864208162576,0.0751864208162576,6.326311051957181,0,0.024094125174811805,3.120529185880469
Low income,VLW,Drift,2014,3,1.2610276632799886,1.1365661346807738,1.0775285447207186,1.195603724640829,0.12446152859921478,0.12446152859921478,9.869849189151397,0,0.024094125174811805,5.165638000807262
Low income,VLW,Drift,2014,4,1.3353057929938226,1.1598469220532037,1.090425241591466,1.2292686025149415,0.17545887094061885,0.17545887094061885,13.139976764964919,0,0.024094125174811805,7.282226255055941
Low income,VLW,Drift,2014,5,1.4200387772773657,1.1831277094256338,1.104138073513638,1.2621173453376298,0.23691106785173188,0.23691106785173188,16.6834224277988,0,0.024094125174811805,9.832731677653964
Low income,VLW,Drift,2014,6,1.4981914760271204,1.2064084967980637,1.118400453879102,1.2944165397170255,0.2917829792290567,0.2917829792290567,19.475680104842276,0,0.024094125174811805,12.110129631686691
Low income,VLW,ETS,2015,1,1.1884717681246015,1.1824097516250978,1.166440927877619,1.1983785753725764,0.006062016499503775,0.006062016499503775,0.5100681953151975,1,0.025480090410632553,0.2379118912770484
Low income,VLW,ETS,2015,2,1.2610276632799886,1.238468363872539,1.2057703801555,1.2711663475895778,0.022559299407449718,0.022559299407449718,1.788961500556775,1,0.025480090410632553,0.8853696766333286
Low income,VLW,ETS,2015,3,1.3353057929938226,1.2934058029607258,1.2403680800731176,1.346443525848334,0.041899990033096746,0.041899990033096746,3.1378572798036672,1,0.025480090410632553,1.6444207755091935
Low income,VLW,ETS,2015,4,1.4200387772773657,1.3472444923711295,1.2710384528241985,1.4234505319180606,0.07279428490623618,0.07279428490623618,5.1262181055227485,1,0.025480090410632553,2.8569084227369914
Low income,VLW,ETS,2015,5,1.4981914760271204,1.4000064071152263,1.2982556680346342,1.5017571461958183,0.09818506891189416,0.09818506891189416,6.553572789791843,1,0.025480090410632553,3.853403474224826
Low income,VLW,ETS,2015,6,1.6536615030381598,1.451713082703904,1.3223585217413905,1.5810676436664175,0.20194842033425586,0.20194842033425586,12.21219820158054,0,0.025480090410632553,7.925734056657236
Low income,VLW,ARIMA,2015,1,1.1884717681246015,1.1842102847041445,1.169194864845874,1.1992257045624148,0.004261483420457068,0.004261483420457068,0.35856833412051964,1,0.025480090410632553,0.16724757847322236
Low income,VLW,ARIMA,2015,2,1.2610276632799886,1.2429535407744745,1.2093780412606818,1.2765290402882672,0.0180741225055141,0.0180741225055141,1.4332851714372792,1,0.025480090410632553,0.7093429502892178
Low income,VLW,ARIMA,2015,3,1.3353057929938226,1.3016967968448045,1.2455142402165953,1.3578793534730138,0.03360899614901802,0.03360899614901802,2.5169512725369794,1,0.025480090410632553,1.319029705443799
Low income,VLW,ARIMA,2015,4,1.4200387772773657,1.3604400529151346,1.2781972112472777,1.4426828945829915,0.059598724362231126,0.059598724362231126,4.196978654097004,1,0.025480090410632553,2.339031118090588
Low income,VLW,ARIMA,2015,5,1.4981914760271204,1.4191833089854646,1.307825974949454,1.5305406430214752,0.07900816704165581,0.07900816704165581,5.2735693872166705,1,0.025480090410632553,3.1007804826582013
Low income,VLW,ARIMA,2015,6,1.6536615030381598,1.4779265650557947,1.3346885887704092,1.6211645413411802,0.17573493798236517,0.17573493798236517,10.627019959012127,0,0.025480090410632553,6.8969511155671945
Low income,VLW,Naive,2015,1,1.1884717681246015,1.1254670286338146,1.066483017164971,1.1844510401026582,0.06300473949078689,0.06300473949078689,5.301324034832383,0,0.025480090410632553,2.4727047069069945
Low income,VLW,Naive,2015,2,1.2610276632799886,1.1254670286338146,1.0420510396514058,1.2088830176162235,0.13556063464617396,0.13556063464617396,10.75001275496009,0,0.025480090410632553,5.320257207156771
Low income,VLW,Naive,2015,3,1.3353057929938226,1.1254670286338146,1.023303723935552,1.2276303333320773,0.20983876436000792,0.20983876436000792,15.71465992741175,0,0.025480090410632553,8.235401090745134
Low income,VLW,Naive,2015,4,1.4200387772773657,1.1254670286338146,1.0074990056961273,1.243435051571502,0.29457174864355107,0.29457174864355107,20.743922867256643,0,0.025480090410632553,11.560859631825702
Low income,VLW,Naive,2015,5,1.4981914760271204,1.1254670286338146,0.9935747694038529,1.2573592878637763,0.3727244473933058,0.3727244473933058,24.87829181765807,0,0.025480090410632553,14.628066124827097
Low income,VLW,Naive,2015,6,1.6536615030381598,1.1254670286338146,0.9809862975526766,1.2699477597149527,0.5281944744043452,0.5281944744043452,31.94090649349516,0,0.025480090410632553,20.729693886169873
Low income,VLW,Drift,2015,1,1.1884717681246015,1.1501663147541605,1.115091424559088,1.1852412049492331,0.038305453370441,0.038305453370441,3.22308483868209,0,0.025480090410632553,1.5033484086248206
Low income,VLW,Drift,2015,2,1.2610276632799886,1.1748656008745064,1.1243173041678283,1.2254138975811846,0.08616206240548219,0.08616206240548219,6.832686142774287,0,0.025480090410632553,3.381544610592423
Low income,VLW,Drift,2015,3,1.3353057929938226,1.1995648869948525,1.1365200844077248,1.2626096895819803,0.13574090599897004,0.13574090599897004,10.165529627085053,0,0.025480090410632553,5.327332195898602
Low income,VLW,Drift,2015,4,1.4200387772773657,1.2242641731151984,1.1501777477586799,1.298350598471717,0.1957746041621673,0.1957746041621673,13.786567472299954,0,0.025480090410632553,7.683434438696999
Low income,VLW,Drift,2015,5,1.4981914760271204,1.2489634592355443,1.1647162980577475,1.3332106204133412,0.24922801679157613,0.24922801679157613,16.635257961317127,0,0.025480090410632553,9.781284633416218
Low income,VLW,Drift,2015,6,1.6536615030381598,1.2736627453558902,1.1798490770208234,1.367476413690957,0.37999875768226965,0.37999875768226965,22.979234685219662,0,0.025480090410632553,14.91355609647682
Low income,VLW,ETS,2016,1,1.2610276632799886,1.2454022098529174,1.2273889167296117,1.263415502976223,0.015625453427071223,0.015625453427071223,1.2391047303775025,1,0.026923346144484644,0.5803681809540662
Low income,VLW,ETS,2016,2,1.3353057929938226,1.301195017033665,1.268786108292823,1.3336039257745071,0.03411077596015755,0.03411077596015755,2.554529167710677,0,0.026923346144484644,1.2669590093705823
Low income,VLW,ETS,2016,3,1.4200387772773657,1.3558719680125928,1.3076603683161974,1.4040835677089882,0.06416680926477292,0.06416680926477292,4.518665989375281,0,0.026923346144484644,2.3833147975151574
Low income,VLW,ETS,2016,4,1.4981914760271204,1.4094553799149008,1.3440016031260846,1.474909156703717,0.08873609611221966,0.08873609611221966,5.922880855491755,0,0.026923346144484644,3.2958791836652
Low income,VLW,ETS,2016,5,1.6536615030381598,1.4619671235232625,1.3779500428237879,1.5459842042227372,0.19169437951489732,0.19169437951489732,11.592117199481894,0,0.026923346144484644,7.120005755828633
Low income,VLW,ETS,2016,6,1.8127532124747345,1.5134286322046748,1.409654061785119,1.6172032026242307,0.2993245802700597,0.2993245802700597,16.512152796652764,0,0.026923346144484644,11.117658951592745
Low income,VLW,ARIMA,2016,1,1.2610276632799886,1.2514765076153886,1.2366699282369649,1.2662830869938124,0.009551155664599964,0.009551155664599964,0.7574104789863996,1,0.026923346144484644,0.3547536629861499
Low income,VLW,ARIMA,2016,2,1.3353057929938226,1.3144812471061758,1.2813727291017736,1.347589765110578,0.020824545887646817,0.020824545887646817,1.559533853362318,1,0.026923346144484644,0.7734753984847017
Low income,VLW,ARIMA,2016,3,1.4200387772773657,1.3774859865969629,1.3220848394928288,1.4328871337010969,0.04255279068040285,0.04255279068040285,2.9965935692255625,1,0.026923346144484644,1.5805164206574658
Low income,VLW,ARIMA,2016,4,1.4981914760271204,1.44049072608775,1.3593917508372146,1.5215897013382853,0.057700749939370466,0.057700749939370466,3.8513601807681064,1,0.026923346144484644,2.143149281286149
Low income,VLW,ARIMA,2016,5,1.6536615030381598,1.503495465578537,1.3936869339932088,1.6133039971638654,0.15016603745962276,0.15016603745962276,9.080820783681116,0,0.026923346144484644,5.577539903612051
Low income,VLW,ARIMA,2016,6,1.8127532124747345,1.5665002050693242,1.4252544399896223,1.707745970149026,0.24625300740541034,0.24625300740541034,13.58447502455288,0,0.026923346144484644,9.146448813750302
Low income,VLW,Naive,2016,1,1.2610276632799886,1.1884717681246015,1.125767675387384,1.251175860861819,0.07255589515538707,0.07255589515538707,5.753711616973254,0,0.026923346144484644,2.694906300502712
Low income,VLW,Naive,2016,2,1.3353057929938226,1.1884717681246015,1.0997947897593283,1.2771487464898748,0.14683402486922104,0.14683402486922104,10.996284569395282,0,0.026923346144484644,5.4537806735178265
Low income,VLW,Naive,2016,3,1.4200387772773657,1.1884717681246015,1.0798650936612304,1.2970784425879727,0.23156700915276418,0.23156700915276418,16.307090542748885,0,0.026923346144484644,8.600974333207153
Low income,VLW,Naive,2016,4,1.4981914760271204,1.1884717681246015,1.0630635826501666,1.3138799535990364,0.3097197079025189,0.3097197079025189,20.67290549028009,0,0.026923346144484644,11.503759831352399
Low income,VLW,Naive,2016,5,1.6536615030381598,1.1884717681246015,1.0482611542967324,1.3286823819524707,0.4651897349135583,0.4651897349135583,28.13089220852616,0,0.026923346144484644,17.278303091194864
Low income,VLW,Naive,2016,6,1.8127532124747345,1.1884717681246015,1.0348787361342622,1.342064800114941,0.624281444350133,0.624281444350133,34.43830302183696,0,0.026923346144484644,23.187364638849676
Low income,VLW,Drift,2016,1,1.2610276632799886,1.2146443409130414,1.1771687291892132,1.2521199526368696,0.0463833223669472,0.0463833223669472,3.6782160865767315,0,0.026923346144484644,1.7227918891667562
Low income,VLW,Drift,2016,2,1.3353057929938226,1.2408169137014813,1.1868458643467381,1.2947879630562245,0.09448887929234129,0.09448887929234129,7.076197810876899,0,0.026923346144484644,3.5095518508459143
Low income,VLW,Drift,2016,3,1.4200387772773657,1.266989486489921,1.1997187046962554,1.3342602682835865,0.15304929078744478,0.15304929078744478,10.777824749327305,0,0.026923346144484644,5.684631099199293
Low income,VLW,Drift,2016,4,1.4981914760271204,1.2931620592783608,1.2141565327747568,1.3721675857819648,0.20502941674875963,0.20502941674875963,13.685127704267366,0,0.026923346144484644,7.615302186008582
Low income,VLW,Drift,2016,5,1.6536615030381598,1.3193346320668007,1.229543654939952,1.4091256091936493,0.33432687097135916,0.33432687097135916,20.217370384272908,0,0.026923346144484644,12.41773103451509
Low income,VLW,Drift,2016,6,1.8127532124747345,1.3455072048552406,1.2455722402583653,1.4454421694521158,0.467246007619494,0.467246007619494,25.77548915120217,0,0.026923346144484644,17.354678170833946
Low income,VLW,ETS,2017,1,1.3353057929938226,1.3185320653145902,1.2937024494295162,1.3433616811996643,0.016773727679232353,0.016773727679232353,1.2561712655814077,1,0.028613440552295845,0.5862184817857036
Low income,VLW,ETS,2017,2,1.4200387772773657,1.364890195845269,1.314530663455997,1.415249728234541,0.055148581432096666,0.055148581432096666,3.883596864716103,0,0.028613440552295845,1.9273663134394277
Low income,VLW,ETS,2017,3,1.4981914760271204,1.4019767097869247,1.3241091473590043,1.479844272214845,0.09621476624019576,0.09621476624019576,6.422060716520461,0,0.028613440552295845,3.3625724269106048
Low income,VLW,ETS,2017,4,1.6536615030381598,1.4316459285539411,1.3256919667961875,1.5375998903116948,0.22201557448421871,0.22201557448421871,13.425696496914549,0,0.028613440552295845,7.759135923498894
Low income,VLW,ETS,2017,5,1.8127532124747345,1.455381309658509,1.3215109923740984,1.5892516269429198,0.35737190281622544,0.35737190281622544,19.7143163425069,0,0.028613440552295845,12.489651573464874
Low income,VLW,ETS,2017,6,1.9500451013099103,1.474369619414929,1.313170599219496,1.635568639610362,0.4756754818949813,0.4756754818949813,24.393050272296485,0,0.028613440552295845,16.624197325225705
Low income,VLW,ARIMA,2017,1,1.3353057929938226,1.3335835584353757,1.3186075452184276,1.3485595716523238,0.001722234558446889,0.001722234558446889,0.1289767907458525,1,0.028613440552295845,0.060189705439274856
Low income,VLW,ARIMA,2017,2,1.4200387772773657,1.4061394535907628,1.3726520700057319,1.4396268371757936,0.01389932368660296,0.01389932368660296,0.9787988827496721,1,0.028613440552295845,0.4857620551153093
Low income,VLW,ARIMA,2017,3,1.4981914760271204,1.4786953487461498,1.4226602382685323,1.5347304592237674,0.01949612728097061,0.01949612728097061,1.3013107865671563,1,0.028613440552295845,0.6813625661457307
Low income,VLW,ARIMA,2017,4,1.6536615030381598,1.551251243901537,1.4692242412973577,1.633278246505716,0.10241025913662294,0.10241025913662294,6.1929396644036,0,0.028613440552295845,3.579096297400904
Low income,VLW,ARIMA,2017,5,1.8127532124747345,1.623807139056924,1.5127420524946698,1.7348722256191782,0.18894607341781056,0.18894607341781056,10.423154796667834,0,0.028613440552295845,6.6034027985023345
Low income,VLW,ARIMA,2017,6,1.9500451013099103,1.696363034212311,1.5535009733264613,1.8392250950981608,0.2536820670975992,0.2536820670975992,13.009035889846471,0,0.028613440552295845,8.865835851999442
Low income,VLW,Naive,2017,1,1.3353057929938226,1.2610276632799886,1.1936839626012443,1.328371363958733,0.07427812971383396,0.07427812971383396,5.562630680070568,0,0.028613440552295845,2.595917452781614
Low income,VLW,Naive,2017,2,1.4200387772773657,1.2610276632799886,1.165789288439714,1.3562660381202631,0.1590111139973771,0.1590111139973771,11.197659989415813,0,0.028613440552295845,5.557217549799987
Low income,VLW,Naive,2017,3,1.4981914760271204,1.2610276632799886,1.1443849521346927,1.3776703744252845,0.23716381274713183,0.23716381274713183,15.830006814351858,0,0.028613440552295845,8.288545808172747
Low income,VLW,Naive,2017,4,1.6536615030381598,1.2610276632799886,1.1263402619224998,1.3957150646374774,0.39263383975817123,0.39263383975817123,23.74330169970165,0,0.028613440552295845,13.72200728677026
Low income,VLW,Naive,2017,5,1.8127532124747345,1.2610276632799886,1.1104425707059176,1.4116127558540597,0.5517255491947459,0.5517255491947459,30.435778317642104,0,0.028613440552295845,19.282041535214027
Low income,VLW,Naive,2017,6,1.9500451013099103,1.2610276632799886,1.0960699592263436,1.4259853673336336,0.6890174380299217,0.6890174380299217,35.33341036917996,0,0.028613440552295845,24.080202336053475
Low income,VLW,Drift,2017,1,1.3353057929938226,1.2889181368968339,1.2481016619584324,1.3297346118352353,0.046387656096988694,0.046387656096988694,3.473935059697842,0,0.028613440552295845,1.6211841428928304
Low income,VLW,Drift,2017,2,1.4200387772773657,1.3168086105136791,1.2580636689894948,1.3755535520378634,0.10323016676368657,0.10323016676368657,7.269531537836546,0,0.028613440552295845,3.60775093002242
Low income,VLW,Drift,2017,3,1.4981914760271204,1.3446990841305244,1.2715215562626878,1.417876611998361,0.15349239189659603,0.15349239189659603,10.245178560461753,0,0.028613440552295845,5.3643458785063975
Low income,VLW,Drift,2017,4,1.6536615030381598,1.3725895577473697,1.2866946689768397,1.4584844465178997,0.28107194529079016,0.28107194529079016,16.996945552302922,0,0.028613440552295845,9.823074047215126
Low income,VLW,Drift,2017,5,1.8127532124747345,1.400480031364215,1.3029099942070994,1.4980500685213305,0.4122731811105196,0.4122731811105196,22.742929278701567,0,0.028613440552295845,14.408374985770111
Low income,VLW,Drift,2017,6,1.9500451013099103,1.4283705049810602,1.31983069068849,1.5369103192736304,0.52167459632885,0.52167459632885,26.751924659507814,0,0.028613440552295845,18.231802476720777
Low income,VLW,ETS,2018,1,1.4200387772773657,1.4081766577569337,1.392333453214272,1.4240198622995954,0.011862119520432035,0.011862119520432035,0.8353377182540906,1,0.030244322308065057,0.39220979725073357
Low income,VLW,ETS,2018,2,1.4981914760271204,1.4798603907337329,1.4466844815936677,1.513036299873798,0.01833108529338756,0.01833108529338756,1.2235475629588837,1,0.030244322308065057,0.6061000510002941
Low income,VLW,ETS,2018,3,1.6536615030381598,1.5501104447112184,1.4956745595984655,1.6045463298239713,0.10355105832694145,0.10355105832694145,6.261925922366466,0,0.030244322308065057,3.4238181061616366
Low income,VLW,ETS,2018,4,1.8127532124747345,1.618955493356172,1.5402188159576689,1.6976921707546753,0.19379771911856247,0.19379771911856247,10.690794410674009,0,0.030244322308065057,6.407738852422019
Low income,VLW,ETS,2018,5,1.9500451013099103,1.6864236368603045,1.5808417848302663,1.7920054888903427,0.26362146444960577,0.26362146444960577,13.518736785755491,0,0.030244322308065057,8.71639515557297
Low income,VLW,ARIMA,2018,1,1.4200387772773657,1.4095839227076565,1.3948735089252713,1.4242943364900418,0.010454854569709182,0.010454854569709182,0.7362372589398037,1,0.030244322308065057,0.34567990855332387
Low income,VLW,ARIMA,2018,2,1.4981914760271204,1.4838620524214905,1.4509685672269272,1.5167555376160538,0.014329423605629943,0.014329423605629943,0.9564480798962007,1,0.030244322308065057,0.47378888042761036
Low income,VLW,ARIMA,2018,3,1.6536615030381598,1.5581401821353245,1.5030988537439613,1.6131815105266876,0.09552132090283538,0.09552132090283538,5.776352701404765,0,0.030244322308065057,3.158322409405197
Low income,VLW,ARIMA,2018,4,1.8127532124747345,1.6324183118491584,1.5518460572606851,1.7129905664376317,0.1803349006255761,0.1803349006255761,9.948121971847812,0,0.030244322308065057,5.962603452929325
Low income,VLW,ARIMA,2018,5,1.9500451013099103,1.7066964415629924,1.5976010931255153,1.8157917900004694,0.24334865974691788,0.24334865974691788,12.479129820302745,0,0.030244322308065057,8.046093983135
Low income,VLW,Naive,2018,1,1.4200387772773657,1.3353057929938226,1.2636807896377633,1.4069307963498818,0.08473298428354314,0.08473298428354314,5.9669486241778085,0,0.030244322308065057,2.8016162313198185
Low income,VLW,Naive,2018,2,1.4981914760271204,1.3353057929938226,1.2340127418426652,1.43659884414498,0.16288568303329787,0.16288568303329787,10.872153902866637,0,0.030244322308065057,5.3856615259606
Low income,VLW,Naive,2018,3,1.6536615030381598,1.3353057929938226,1.2112476480888368,1.4593639378988084,0.31835571004433727,0.31835571004433727,19.25156445012743,0,0.030244322308065057,10.526131377704681
Low income,VLW,Naive,2018,4,1.8127532124747345,1.3353057929938226,1.1920557862817043,1.4785557997059409,0.47744741948091196,0.47744741948091196,26.338247048483243,0,0.030244322308065057,15.786348743995305
Low income,VLW,Naive,2018,5,1.9500451013099103,1.3353057929938226,1.1751474166010236,1.4954641693866215,0.6147393083160877,0.6147393083160877,31.524363611033756,0,0.030244322308065057,20.325775596967475
Low income,VLW,Drift,2018,1,1.4200387772773657,1.3648529686141317,1.3211723454779605,1.408533591750303,0.05518580866323397,0.05518580866323397,3.8862184291221604,0,0.030244322308065057,1.8246667292167407
Low income,VLW,Drift,2018,2,1.4981914760271204,1.394400144234441,1.3315703768950184,1.4572299115738634,0.10379133179267952,0.10379133179267952,6.927774817402624,0,0.030244322308065057,3.4317625217544436
Low income,VLW,Drift,2018,3,1.6536615030381598,1.42394731985475,1.34572489034067,1.5021697493688302,0.22971418318340975,0.22971418318340975,13.89124574535789,0,0.030244322308065057,7.5952828713954474
Low income,VLW,Drift,2018,4,1.8127532124747345,1.4534944954750593,1.3617257465294512,1.5452632444206673,0.35925871699967526,0.35925871699967526,19.818401894277844,0,0.030244322308065057,11.878550735582992
Low income,VLW,Drift,2018,5,1.9500451013099103,1.4830416710953684,1.3788502891302732,1.5872330530604637,0.4670034302145418,0.4670034302145418,23.94833995894967,0,0.030244322308065057,15.441028086452082
Low income,VLW,ETS,2019,1,1.4981914760271204,1.4972191467770812,1.4784353945365543,1.5160028990176082,9.723292500392056e-4,9.723292500392056e-4,0.06490019904649387,1,0.03212324168652982,0.0302687150794912
Low income,VLW,ETS,2019,2,1.6536615030381598,1.5728574017398884,1.5374896767031512,1.6082251267766257,0.08080410129827142,0.08080410129827142,4.886374941293338,0,0.03212324168652982,2.5154404429909967
Low income,VLW,ETS,2019,3,1.8127532124747345,1.6469828916020393,1.5928896305303857,1.7010761526736928,0.16577032087269528,0.16577032087269528,9.144671195831943,0,0.03212324168652982,5.160448079628509
Low income,VLW,ETS,2019,4,1.9500451013099103,1.7196258716655748,1.6448190323324634,1.7944327109986862,0.23041922964433548,0.23041922964433548,11.816097457928292,0,0.03212324168652982,7.172975625961085
Low income,VLW,ARIMA,2019,1,1.4981914760271204,1.5047717615609093,1.4898163681927725,1.519727154929046,-0.0065802855337888655,0.0065802855337888655,0.4392152564663069,1,0.03212324168652982,0.20484500281763793
Low income,VLW,ARIMA,2019,2,1.6536615030381598,1.5895047458444527,1.556063469643049,1.6229460220458563,0.06415675719370717,0.06415675719370717,3.8796789473442006,0,0.03212324168652982,1.9972068142988788
Low income,VLW,ARIMA,2019,3,1.8127532124747345,1.674237730127996,1.6182797720599966,1.7301956881959955,0.1385154823467385,0.1385154823467385,7.641166011651411,0,0.03212324168652982,4.312001998379321
Low income,VLW,ARIMA,2019,4,1.9500451013099103,1.7589707144115394,1.677056651370622,1.8408847774524568,0.19107438689837086,0.19107438689837086,9.798459880236607,0,0.03212324168652982,5.948166401228856
Low income,VLW,Naive,2019,1,1.4981914760271204,1.4200387772773657,1.3431994036717059,1.4968781508830256,0.07815269874975472,0.07815269874975472,5.21646932320018,0,0.03212324168652982,2.4329019939020147
