model,origin,h,target_year,DALY_actual,DALY_point,DALY_scenario_low,DALY_scenario_high,DALY_covered,DALY_ape,VLW_actual,VLW_point,VLW_scenario_low,VLW_scenario_high,VLW_covered,VLW_ape,rel_width_DALY,n_group_draws_nonpositive
Naive,2018,1,2019,5409337.703633718,5340356.51562367,5117158.806336215,5559670.127260306,1,1.2752242841801145,654.6443394892658,651.1298257189403,624.0828411046905,677.7473354382101,1,0.5368584983209987,8.28617564444408,0
Naive,2018,2,2020,5543301.44389638,5340356.51562367,5031522.000432627,5651554.501609945,1,3.6610841089323913,666.011942526678,651.1298257189403,613.4211360501694,688.9306721606235,1,2.234512004586401,11.610320385228201,0
Naive,2018,3,2021,6029567.651407573,5340356.51562367,4959260.50415562,5723711.01899227,0,11.430523308300726,721.6596713207388,651.1298257189403,604.9331032604456,697.6022006175438,0,9.773283502557225,14.314597023629133,0
Naive,2018,4,2022,6384465.217175624,5340356.51562367,4904183.719643951,5782457.115681195,0,16.353894430234668,770.5003415641659,651.1298257189403,597.9168931829219,704.8567980266592,0,15.492597394946722,16.445969355562298,0
Naive,2018,5,2023,6468654.8701936295,5340356.51562367,4843160.5867559705,5834653.766170499,0,17.442549915113737,771.969704916931,651.1298257189403,590.8014016582961,710.9025909144185,0,15.653448370877959,18.56604847473816,0
Naive,2019,1,2020,5543301.44389638,5409337.703633718,5197699.345022342,5617155.196086778,1,2.416677888051116,666.011942526678,654.6443394892658,628.6717337113173,680.2114173381966,1,1.7068166967526808,7.754292189645823,0
Naive,2019,2,2021,6029567.651407573,5409337.703633718,5114154.9549418595,5705686.439951344,0,10.28647464680267,721.6596713207388,654.6443394892658,618.1376401751261,691.2200807881007,0,9.286279183209098,10.935377257221788,0
Naive,2019,3,2022,6384465.217175624,5409337.703633718,5046872.063489574,5772600.988487843,0,15.273440771806499,770.5003415641659,654.6443394892658,609.7797041393605,699.3200976054173,0,15.036463428387952,13.416225141772193,0
Naive,2019,4,2023,6468654.8701936295,5409337.703633718,4992447.981182193,5829940.931538538,0,16.37615837940357,771.969704916931,654.6443394892658,603.2571078681857,706.3977930037901,0,15.198182607475538,15.482356551593357,0
Naive,2020,1,2021,6029567.651407573,5543301.44389638,5336558.04823076,5745435.360763389,0,8.064694446171055,721.6596713207388,666.011942526678,640.4932262438703,691.1036544643653,0,7.7110764264016005,7.376061299766326,0
Naive,2020,2,2022,6384465.217175624,5543301.44389638,5255446.735766042,5833308.635748839,0,13.175164162792013,770.5003415641659,666.011942526678,630.3934951865098,701.7983317883419,0,13.561110021751526,10.42450795489517,0
Naive,2020,3,2023,6468654.8701936295,5543301.44389638,5188482.9203367,5897118.050412459,0,14.305190876098639,771.969704916931,666.011942526678,622.277431952677,709.9092008663074,0,13.72563738128231,12.783629706012531,0
Naive,2021,1,2022,6384465.217175624,6029567.651407573,5753012.375664701,6302615.43828276,0,5.558767315597522,770.5003415641659,721.6596713207388,688.9574940200145,753.7681847549309,0,6.338825255324008,9.115132201721908,0
Naive,2021,2,2023,6468654.8701936295,6029567.651407573,5645089.535546732,6414574.465088357,0,6.787921563249405,771.969704916931,721.6596713207388,676.3039433810725,767.1148048835047,0,6.517099476281388,12.761859125371824,0
Naive,2022,1,2023,6468654.8701936295,6384465.217175624,6091821.561678601,6675112.365866003,1,1.3015016986906445,771.969704916931,770.5003415641658,734.9237419703937,805.6960529142774,1,0.19033950988056095,9.136094948379073,0
Drift,2009,1,2010,4152048.421265119,4137842.1393267745,4087121.180393564,4187562.19144638,1,0.34215116243793914,517.5931846585214,518.0664491309327,511.82873885790406,524.2135981959892,1,0.09143560743048318,2.4273765810978447,0
Drift,2009,2,2011,4235920.825938205,4228815.903804849,4156444.314134746,4301379.37268921,1,0.16773028640785984,526.2887915493195,529.1797808687103,520.2295868298964,538.1574364343822,1,0.5493161484363189,3.427320125807786,0
Drift,2009,3,2012,4333189.879435751,4319789.668282923,4228813.125234799,4410793.754259498,1,0.3092458794944911,536.698435668542,540.2931126064879,529.020270890714,551.4936438270691,1,0.6697759298418995,4.212719669220238,0
Drift,2009,4,2013,4393727.959245902,4410763.432760997,4303747.870411632,4517724.1393362945,1,0.3877225370598274,542.0450192527753,551.4064443442654,538.1551093701385,564.5972361066098,1,1.727056749713354,4.851229774314161,0
Drift,2009,5,2014,4530578.906771354,4501737.197239071,4378762.754842246,4623777.790757201,1,0.6366009758527048,558.1176685195273,562.519776082043,547.4468255947324,577.5461434112694,1,0.7887418390091037,5.442677463829368,0
Drift,2009,6,2015,4725079.203087951,4592710.9617171455,4455066.047536718,4729440.575043055,1,2.801397303230383,581.0488858465535,573.6331078198206,556.6750635204447,590.6593773923142,1,1.2762743733564847,5.974130089905614,0
Drift,2010,1,2011,4235920.825938205,4243732.499840111,4193939.2175613865,4292580.093291439,1,0.184415012057623,526.2887915493195,528.7157581539191,522.662310036214,534.698538125954,1,0.4611473099122843,2.3243895729471413,0
Drift,2010,2,2012,4333189.879435751,4335416.578415101,4264620.926170163,4406522.771802798,1,0.05138706221756175,536.698435668542,539.8383316493168,531.1822110480707,548.540386805798,1,0.5850391527345636,3.27308444450591,0
Drift,2010,3,2013,4393727.959245902,4427100.656990093,4338148.465832652,4516072.065090237,1,0.7595531187579352,542.0450192527753,550.9609051447146,540.0672734849508,561.8241854148966,1,1.6448607726771667,4.018964397763495,0
Drift,2010,4,2014,4530578.906771354,4518784.735565085,4414078.660110625,4623113.276062758,1,0.2603237124651327,558.1176685195273,562.0834786401124,549.2263570800054,574.8552083837614,1,0.7105688180603248,4.6259033829809555,0
Drift,2010,5,2015,4725079.203087951,4610468.814140076,4490635.839744853,4729694.988814286,1,2.4255760384497815,581.0488858465535,573.20605213551,558.6443068219879,587.8050580139638,1,1.3497717493454813,5.18513753604082,0
Drift,2010,6,2016,4994006.586104154,4702152.892715067,4568352.117627641,4835582.215279023,0,5.84407906471672,613.7476956742455,584.3286256309078,567.9274249237915,600.8084111867162,0,4.793349164597472,5.683143524860606,0
Drift,2011,1,2012,4333189.879435751,4327232.920041677,4278775.745964741,4374851.235165232,1,0.13747284471295163,536.698435668542,537.3117395956999,531.3793504910442,543.1518480477195,1,0.11427347023920534,2.220252317722828,0
Drift,2011,2,2013,4393727.959245902,4418545.014145149,4349487.664138258,4488024.632383817,1,0.5648291184488066,542.0450192527753,548.3346876420802,539.8272825306459,556.8766819601773,1,1.1603590413902118,3.135352651202107,0
Drift,2011,3,2014,4530578.906771354,4509857.108248621,4423154.313300581,4596295.396001841,1,0.45737639602220753,558.1176685195273,559.3576356884606,548.6475161075723,570.0394882755766,1,0.22216948842032447,3.839170034557894,0
Drift,2011,4,2015,4725079.203087951,4601169.2023520935,4499359.146220061,4702827.300552378,0,2.622389920043656,581.0488858465535,570.380583734841,557.8249164734293,582.9040547991676,1,1.8360420907045367,4.422096762455629,0
Drift,2011,5,2016,4994006.586104154,4692481.296455565,4575741.571055985,4808425.095217635,0,6.037743131688778,613.7476956742455,581.4035317812214,567.1391748727364,595.6760407610986,0,5.2699446565728785,4.958645745426963,0
Drift,2011,6,2017,5230668.763601395,4783793.390559037,4653400.358790996,4914090.782252892,0,8.54336975325269,640.9996073208337,592.4264798276017,576.453394536126,608.5710325026685,0,7.577715639523016,5.449449885866244,0
Drift,2012,1,2013,4393727.959245902,4424772.7444207715,4377438.389954917,4471201.193058175,1,0.7065704900901095,542.0450192527753,547.7062931879912,541.9331061976083,553.3981223448814,1,1.0444287345394412,2.1190422315244124,0
Drift,2012,2,2014,4530578.906771354,4516355.609405792,4448956.194803414,4584179.289598459,1,0.3139399546557742,558.1176685195273,558.7141507074402,550.4276550725915,567.0230419221405,1,0.10687391235886451,2.9940754557375624,0
Drift,2012,3,2015,4725079.203087951,4607938.474390813,4523242.331107661,4692245.395626506,0,2.4791273047991167,581.0488858465535,569.7220082268894,559.3295744648585,580.0986896038738,0,1.9493846207383183,3.6676501966790593,0
Drift,2012,4,2016,4994006.586104154,4699521.339375834,4600263.6111269565,4798627.337427444,0,5.896773295167977,613.7476956742455,580.7298657463386,568.5200383288186,592.8911352369258,0,5.379707355419791,4.22093468622983,0
Drift,2012,5,2017,5230668.763601395,4791104.204360855,4677781.254756308,4903810.783990498,0,8.403601510753925,640.9996073208337,591.7377232657877,577.8904249798762,605.574347963157,0,7.685166027003403,4.717691780288516,0
Drift,2012,6,2018,5340356.51562367,4882687.069345876,4756015.172926824,5009346.599540147,0,8.570016719648647,651.1298257189403,602.7455807852369,587.2472914896355,618.4060371106443,0,7.430813798197657,5.188360896682689,0
Drift,2013,1,2014,4530578.906771354,4483961.05096245,4435983.441480158,4531277.904879737,1,1.0289602447764423,558.1176685195273,552.8166526384232,546.7844166064982,558.8199734836895,1,0.9498025560032378,2.125229508385773,0
Drift,2013,2,2015,4725079.203087951,4574194.142678998,4505731.988518227,4642971.9136953605,0,3.193281084269353,581.0488858465535,563.588286024071,554.9297036752802,572.2891346490863,0,3.005013906367534,3.0003082706226243,0
Drift,2013,3,2016,4994006.586104154,4664427.234395546,4578844.069716776,4749981.326419345,0,6.599497738462416,613.7476956742455,574.3599194097188,563.5431070280189,585.1563720119376,0,6.417584382334243,3.6689875970323,0
Drift,2013,4,2017,5230668.763601395,4754660.326112094,4654096.00784176,4854981.43048345,0,9.100336094720744,640.9996073208337,585.1315527953668,572.3325283164623,597.8366722339747,0,8.71577047589418,4.225021533892721,0
Drift,2013,5,2018,5340356.51562367,4844893.417828643,4730331.477811536,4959244.077261258,0,9.277715754472714,651.1298257189403,595.9031861810147,581.4551900768136,610.4097487895918,0,8.48166331145214,4.724822193350022,0
Drift,2013,6,2019,5409337.703633718,4935126.509545191,4807665.450207975,5063866.007656462,0,8.766529657964893,654.6443394892658,606.6748195666626,590.5299364943456,623.0192372865187,0,7.327569647975212,5.191367575946854,0
Drift,2014,1,2015,4725079.203087951,4622754.409146607,4571965.397564692,4672407.408758057,0,2.1655678041221504,581.0488858465535,569.0990217190875,562.8446523773894,575.2769428164255,0,2.056602192783783,2.1727741148140978,0
Drift,2014,2,2016,4994006.586104154,4714929.9115218595,4642882.254732031,4787487.487474715,0,5.58823200912122,613.7476956742455,580.080374918648,571.1734802914802,589.037651106404,0,5.4855311055158555,3.066964630573036,0
Drift,2014,3,2017,5230668.763601395,4807105.413897112,4716830.843070093,4897516.469211361,0,8.097690158698818,640.9996073208337,591.0617281182081,579.8765174084506,602.2274340969427,0,7.790625553009216,3.7587198653666976,0
Drift,2014,4,2018,5340356.51562367,4899280.916272365,4793165.85802275,5005434.631238827,0,8.259291267556785,651.1298257189403,602.0430813177684,588.9299417050993,615.1220812368224,0,7.538703106860932,4.33265160425995,0
Drift,2014,5,2019,5409337.703633718,4991456.418647617,4870248.966607443,5111723.486821408,0,7.725183892759915,654.6443394892658,613.0244345173287,598.1547300525269,627.8956312475409,0,6.357636118019094,4.837756757964248,0
Drift,2014,6,2020,5543301.44389638,5083631.92102287,4948897.555225689,5218647.840450267,0,8.29234216334462,666.011942526678,624.005787716889,607.3934717745965,640.7582922669429,0,6.307117354446897,5.306251306453799,0
Drift,2015,1,2016,4994006.586104154,4821347.697220858,4756908.636995458,4884533.99604536,0,3.457322010021365,613.7476956742455,592.5011752642856,584.7904756110714,600.0690367564684,0,3.461767850161795,2.6470888860280426,0
Drift,2015,2,2017,5230668.763601395,4917616.191353764,4826053.16477236,5009381.0006061485,0,5.984943539649593,640.9996073208337,603.9534646820175,592.9830329838279,614.9776783342932,0,5.7794329693362485,3.727981784266103,0
Drift,2015,3,2018,5340356.51562367,5013884.685486671,4899595.000635127,5128467.307465711,0,6.113296540818543,651.1298257189403,615.4057540997496,601.6638478274925,629.1218378542825,0,5.486474464558002,4.564770057298769,0
Drift,2015,4,2019,5409337.703633718,5110153.179619577,4976226.247129082,5245337.855513411,0,5.530890109026923,654.6443394892658,626.8580435174816,610.7351538172734,642.9682280101596,0,4.244487318635065,5.266214121674583,0
Drift,2015,5,2020,5543301.44389638,5206421.673752483,5052539.245489938,5358948.257741671,0,6.077240676038445,666.011942526678,638.3103329352138,619.9230087131403,656.5445137255948,0,4.159326255678161,5.88521313585596,0
Drift,2015,6,2021,6029567.651407573,5302690.167885389,5130995.710141499,5473349.11644304,0,12.055217314835138,721.6596713207388,649.7626223529458,629.3074394631418,670.2542142601819,0,9.96273615182227,6.4562211908010685,0
Drift,2016,1,2017,5230668.763601395,5096915.806732572,5003880.744959338,5188325.155801753,0,2.5570909364318584,640.9996073208337,626.0154641337721,614.7422785006152,637.0578347122229,0,2.337621274011439,3.6187454891599407,0
Drift,2016,2,2018,5340356.51562367,5199825.027360989,5068348.931508659,5331958.898880446,0,2.6315001227267207,651.1298257189403,638.2832325932986,622.2845698626298,654.3116863377035,1,1.9729695397468854,5.06959303408665,0
Drift,2016,3,2019,5409337.703633718,5302734.247989407,5137892.319152942,5468187.172022557,1,1.9707302720756479,654.6443394892658,650.5510010528253,630.599507323963,670.5539345927102,1,0.6252766868241757,6.228764962054247,0
Drift,2016,4,2020,5543301.44389638,5405643.468617825,5213949.392159032,5600113.734881018,1,2.4833211159773367,666.011942526678,662.8187695123519,639.444391470134,686.4205772445026,1,0.4794468102496867,7.143725718572509,0
Drift,2016,5,2021,6029567.651407573,5508552.689246242,5285987.123963347,5728921.9794125585,0,8.641000354970775,721.6596713207388,675.0865379718783,648.2455154558398,701.6989593143333,0,6.4536145221507315,8.040857198550649,0
Drift,2016,6,2022,6384465.217175624,5611461.90987466,5365193.016816439,5856952.021314182,0,12.10756548914096,770.5003415641659,687.354306431405,657.3929416959072,717.0693124659138,0,10.79117433795928,8.763473982285792,0
Drift,2017,1,2018,5340356.51562367,5338531.797447177,5233693.2295169635,5441930.813049805,1,0.03416847117144805,651.1298257189403,653.8335459662113,641.2411746960673,666.1954746995028,1,0.4152352020252973,3.900652678184265,0
Drift,2017,2,2019,5409337.703633718,5446394.831292958,5298486.099214349,5595429.360900483,1,0.6850584986466404,654.6443394892658,666.667484611589,648.8807662196717,684.5281405584059,1,1.8365919319952073,5.452106776761917,0
Drift,2017,3,2020,5543301.44389638,5554257.865138739,5368200.936999154,5740700.074156907,1,0.19765155031254872,666.011942526678,679.5014232569667,657.2042173398758,701.8689402900852,1,2.025411237989684,6.706551013696021,0
Drift,2017,4,2021,6029567.651407573,5662120.898984522,5445776.983365912,5880747.783185904,0,6.09408126198357,721.6596713207388,692.3353619023445,666.3607136502255,718.6574869495981,0,4.063454088369194,7.6821178420616585,0
Drift,2017,5,2022,6384465.217175624,5769983.932830302,5520339.415885869,6017161.892250011,0,9.624632031704577,770.5003415641659,705.169300547722,675.177575284296,734.8500417849976,0,8.479041149263821,8.610465508184511,0
Drift,2017,6,2023,6468654.8701936295,5877846.966676084,5599957.723333047,6154083.790420366,0,9.133396592850845,771.969704916931,718.0032391930997,684.6548454133213,751.2031092746307,0,6.990749168017995,9.427364649486227,0
Drift,2018,1,2019,5409337.703633718,5448284.717975755,5345416.814376469,5549435.633160294,1,0.7199959861236692,654.6443394892658,663.8805233708046,651.558323847819,676.0076299859277,1,1.4108705024081547,3.7446431187910827,0
Drift,2018,2,2020,5543301.44389638,5556212.92032784,5411255.145854904,5702027.012167116,1,0.23292033749448518,666.011942526678,676.6312210226688,659.1619474823788,694.1621720453941,1,1.594457669288027,5.233274362982018,0
Drift,2018,3,2021,6029567.651407573,5664141.122679925,5482374.538555375,5846650.976415357,0,6.06057597914739,721.6596713207388,689.3819186745333,667.6359935708524,711.2830613276499,0,4.472711158589847,6.4312740443802365,0
Drift,2018,4,2022,6384465.217175624,5772069.32503201,5561245.110018328,5985840.866314776,0,9.591968494027254,770.5003415641659,702.1326163263975,676.6536205400035,727.8226712589822,0,8.87315962754506,7.356040483697651,0
Drift,2018,5,2023,6468654.8701936295,5879997.527384095,5635353.795730557,6122389.86491097,0,9.10015072100939,771.969704916931,714.8833139782618,685.5601180472005,743.9593539643008,0,7.394900418380041,8.282929829684583,0
Drift,2019,1,2020,5543301.44389638,5515922.90549125,5414134.6326303175,5615800.0762428595,1,0.49390311319397184,666.011942526678,667.0909561459305,654.653689557689,679.3331909483722,1,0.16201115180592168,3.6560598664600374,0
Drift,2019,2,2021,6029567.651407573,5622508.107348782,5478104.953921577,5767219.409785116,0,6.7510569180489295,721.6596713207388,679.5375728025953,661.764795514585,697.3587315599829,0,5.836836973452338,5.142090510917327,0
Drift,2019,3,2022,6384465.217175624,5729093.309206313,5549157.938973163,5909638.866846511,0,10.265102646439601,770.5003415641659,691.9841894592598,669.7941710080917,714.0989960294482,0,10.190281284692638,6.292111306584523,0
Drift,2019,4,2023,6468654.8701936295,5835678.511063846,5625549.96834,6047966.945967767,0,9.785285686618128,771.969704916931,704.4308061159247,678.6096610149557,730.4360987292758,0,8.748905348335393,7.2385237950806935,0
Drift,2020,1,2021,6029567.651407573,5650799.26370075,5549988.877197557,5749298.288041983,0,6.281849870585695,721.6596713207388,678.4304284808189,666.1746018167594,690.4967413562973,0,5.9902533781338,3.527101239018292,0
Drift,2020,2,2022,6384465.217175624,5758297.083505119,5615604.541353149,5902021.388485443,0,9.80768337473238,770.5003415641659,690.8489144349597,673.4618154865018,708.320785172505,0,10.337623857182015,4.973985242142967,0
Drift,2020,3,2023,6468654.8701936295,5865794.903309489,5687163.080033466,6043605.15621254,0,9.319711423498703,771.969704916931,703.2674003891007,681.5617778695035,725.0623772549225,0,8.899611486078097,6.0766201692113215,0
Drift,2021,1,2022,6384465.217175624,6149283.80629926,5980266.136911734,6316167.204263183,0,3.683650906949487,770.5003415641659,735.4732199999801,715.641982505068,754.9369225368101,0,4.546022847060451,5.4624420978481405,0
Drift,2021,2,2023,6468654.8701936295,6268999.961190946,6030425.75356947,6507553.755921966,1,3.0864980897752976,771.969704916931,749.2867686792213,721.3617554953295,777.2722301014772,1,2.9383194823883163,7.6109109157157295,0
Drift,2022,1,2023,6468654.8701936295,6511530.791157197,6326128.51828644,6695533.811302836,1,0.6628259170408369,771.969704916931,785.3738004248842,762.8028964209608,807.7163996697333,1,1.7363499399753628,5.673094466788931,0
