term,estimate,HC3_standard_error,lower_95_CI,upper_95_CI,t_statistic,df,p_value_two_sided,n,R_squared,adjusted_R_squared,outcome,weights,inference,interpretation
"log GDP per capita (PPP, current international $)",1.3294299849909281,0.06821726889596524,1.1943645401521232,1.464495429829733,19.488173691303526,120,5.5414928221055293e-39,122,0.7839967277749659,0.7821967005064239,log country VLW/GDP (%),None (country-level unweighted OLS),HC3 heteroskedasticity-consistent standard errors; two-sided t test and 95% CI,Descriptive association only; the outcome and income grouping contain GDP-derived quantities.
