term,estimate,HC3_standard_error,lower_95_CI,upper_95_CI,t_statistic,df,p_value_two_sided,n,R_squared,adjusted_R_squared,outcome,weights,inference,interpretation
"log GDP per capita (PPP, current international $)",0.32942998499092796,0.06821726889596388,0.19436454015212568,0.46449542982973024,4.82912890419773,120,4.086821341756809e-6,122,0.1822507716327625,0.17543619472970218,log country VLW/GDP (%),None (country-level unweighted OLS),HC3 heteroskedasticity-consistent standard errors; two-sided t test and 95% CI,Descriptive association only; the outcome and income grouping contain GDP-derived quantities.
